target,intercept,fed_funds_change,cpi_surprise,oil_change,gdp_surprise,unrate_change,pmi,dxy_change,vix_change
sp500_return,0.013597645434764171,0.014342591637790204,-0.11960203633676314,0.10869238002832986,0.1695155401123127,0.023547718655204133,0.006017843453809392,-1.1301735004859477,
nasdaq_return,0.025612194217122887,0.008044728661827276,-0.34385900698856253,0.09474103696306804,0.09617274398737694,0.030681055916024966,0.010135001160937235,-1.2019847581402738,
dgs10_change,-0.03137653521372408,0.23943028631031824,0.3281005942618081,0.6647197025384568,4.159811562825319,-0.05434458343786267,-0.054971166460332885,7.362792123825387,0.004288946591381234
gold_return,0.00043648996094738067,-0.04479679885884427,0.3136752998602144,-0.030043422595780807,0.3099929568604246,0.02895678810027463,0.013315744759895463,-1.3040940262664324,0.01647505212255679
oil_return,0.05558146874801141,0.05862867945556829,-0.7848501566593032,,-2.397859540347524,0.07095648044104991,0.06437826928985488,-0.40162542679770386,-0.1668396534532222
dxy_return,-0.00746019823752602,-0.016793025506793204,0.26785810980646113,-0.006807935265380904,-0.361338186519032,0.0045501917381155655,0.003614739415031826,,0.021058117144888713
